timestamp,symbol,timeframe,open,high,low,close,volume,open_interest
2026-01-02T09:15:00+05:30,NIFTY,5m,26000.0,26050.0,25980.0,26030.0,120000,1500000
2026-01-02T09:20:00+05:30,NIFTY,5m,26030.0,26070.0,26020.0,26050.0,95000,1520000
2026-01-02T09:25:00+05:30,NIFTY,5m,26050.0,26080.0,26030.0,26040.0,80000,1515000
2026-01-02T09:30:00+05:30,NIFTY,5m,26040.0,26060.0,25990.0,26010.0,110000,1530000
2026-01-02T09:35:00+05:30,NIFTY,5m,26010.0,26040.0,26000.0,26035.0,75000,1540000
2026-01-02T09:40:00+05:30,NIFTY,5m,26035.0,26090.0,26020.0,26080.0,130000,1560000
2026-01-02T09:45:00+05:30,NIFTY,5m,26080.0,26110.0,26060.0,26095.0,90000,1565000
2026-01-02T09:50:00+05:30,NIFTY,5m,26095.0,26130.0,26085.0,26120.0,105000,1570000
2026-01-02T09:55:00+05:30,NIFTY,5m,26120.0,26145.0,26105.0,26110.0,88000,1568000
2026-01-02T10:00:00+05:30,NIFTY,5m,26110.0,26125.0,26070.0,26085.0,92000,1560000
2026-01-02T10:05:00+05:30,NIFTY,5m,26085.0,26100.0,26050.0,26060.0,85000,1555000
2026-01-02T10:10:00+05:30,NIFTY,5m,26060.0,26080.0,26040.0,26075.0,78000,1558000
2026-01-02T10:15:00+05:30,NIFTY,5m,26075.0,26115.0,26065.0,26105.0,99000,1565000
2026-01-02T10:20:00+05:30,NIFTY,5m,26105.0,26135.0,26090.0,26130.0,115000,1575000
2026-01-02T10:25:00+05:30,NIFTY,5m,26130.0,26160.0,26120.0,26155.0,125000,1585000
2026-01-02T10:30:00+05:30,NIFTY,5m,26155.0,26180.0,26140.0,26170.0,105000,1590000
2026-01-02T10:35:00+05:30,NIFTY,5m,26170.0,26175.0,26130.0,26140.0,72000,1582000
2026-01-02T10:40:00+05:30,NIFTY,5m,26140.0,26155.0,26110.0,26125.0,68000,1578000
2026-01-02T10:45:00+05:30,NIFTY,5m,26125.0,26145.0,26115.0,26135.0,74000,1580000
2026-01-02T10:50:00+05:30,NIFTY,5m,26135.0,26165.0,26120.0,26160.0,89000,1588000
2026-01-02T10:55:00+05:30,NIFTY,5m,26160.0,26190.0,26150.0,26185.0,110000,1595000
2026-01-02T11:00:00+05:30,NIFTY,5m,26185.0,26210.0,26175.0,26205.0,135000,1610000
2026-01-02T11:05:00+05:30,NIFTY,5m,26205.0,26225.0,26190.0,26215.0,98000,1612000
2026-01-02T11:10:00+05:30,NIFTY,5m,26215.0,26220.0,26180.0,26190.0,82000,1605000
2026-01-02T11:15:00+05:30,NIFTY,5m,26190.0,26200.0,26160.0,26170.0,76000,1600000
2026-01-02T11:20:00+05:30,NIFTY,5m,26170.0,26185.0,26150.0,26160.0,65000,1595000
2026-01-02T11:25:00+05:30,NIFTY,5m,26160.0,26175.0,26140.0,26150.0,59000,1592000
2026-01-02T11:30:00+05:30,NIFTY,5m,26150.0,26165.0,26130.0,26135.0,61000,1588000
2026-01-02T11:35:00+05:30,NIFTY,5m,26135.0,26150.0,26115.0,26125.0,55000,1585000
2026-01-02T11:40:00+05:30,NIFTY,5m,26125.0,26140.0,26100.0,26110.0,64000,1580000
2026-01-02T11:45:00+05:30,NIFTY,5m,26110.0,26130.0,26090.0,26100.0,70000,1575000
2026-01-02T11:50:00+05:30,NIFTY,5m,26100.0,26120.0,26080.0,26115.0,73000,1578000
2026-01-02T11:55:00+05:30,NIFTY,5m,26115.0,26145.0,26105.0,26140.0,85000,1586000
2026-01-02T12:00:00+05:30,NIFTY,5m,26140.0,26165.0,26125.0,26155.0,91000,1592000
2026-01-02T12:05:00+05:30,NIFTY,5m,26155.0,26170.0,26135.0,26145.0,67000,1589000
2026-01-02T12:10:00+05:30,NIFTY,5m,26145.0,26160.0,26120.0,26130.0,60000,1585000
2026-01-02T12:15:00+05:30,NIFTY,5m,26130.0,26150.0,26110.0,26120.0,58000,1580000
2026-01-02T12:20:00+05:30,NIFTY,5m,26120.0,26135.0,26095.0,26105.0,62000,1576000
2026-01-02T12:25:00+05:30,NIFTY,5m,26105.0,26125.0,26090.0,26115.0,66000,1579000
2026-01-02T12:30:00+05:30,NIFTY,5m,26115.0,26150.0,26105.0,26145.0,84000,1588000
2026-01-02T12:35:00+05:30,NIFTY,5m,26145.0,26175.0,26135.0,26165.0,96000,1596000
2026-01-02T12:40:00+05:30,NIFTY,5m,26165.0,26190.0,26150.0,26180.0,102000,1602000
2026-01-02T12:45:00+05:30,NIFTY,5m,26180.0,26205.0,26170.0,26195.0,118000,1610000
2026-01-02T12:50:00+05:30,NIFTY,5m,26195.0,26220.0,26185.0,26210.0,122000,1615000
2026-01-02T12:55:00+05:30,NIFTY,5m,26210.0,26235.0,26195.0,26225.0,130000,1622000
2026-01-02T13:00:00+05:30,NIFTY,5m,26225.0,26245.0,26205.0,26230.0,110000,1625000
2026-01-02T13:05:00+05:30,NIFTY,5m,26230.0,26240.0,26200.0,26210.0,85000,1618000
2026-01-02T13:10:00+05:30,NIFTY,5m,26210.0,26225.0,26185.0,26195.0,78000,1612000
2026-01-02T13:15:00+05:30,NIFTY,5m,26195.0,26210.0,26170.0,26180.0,72000,1606000
2026-01-02T13:20:00+05:30,NIFTY,5m,26180.0,26195.0,26160.0,26170.0,65000,1602000

